"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06000","1","5131","56","0","2024","A","",1,6,757576,0,0,2395,124533,"",0.94,0.43,0.43,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,-46557,-5.8,0,0.0,0,0.0,-113,-4.5,-5867,-4.5
"06000","1","51313","57","0","2024","A","",1,6,757576,0,0,2395,124533,"",1.64,1.22,1.30,0.00,0.00,1.05,1.05,"",0,0.0,0,0.0,-46557,-5.8,0,0.0,0,0.0,-113,-4.5,-5867,-4.5
"06000","1","513130","58","0","2024","A","",1,6,757576,0,0,2395,124533,"",1.64,1.22,1.30,0.00,0.00,1.05,1.05,"",0,0.0,0,0.0,-46557,-5.8,0,0.0,0,0.0,-113,-4.5,-5867,-4.5
"06000","1","519","55","0","2024","A","",7,46,2864875,0,0,1189,61832,"",0.34,0.07,0.04,0.00,0.00,0.48,0.48,"",0,0.0,7,17.9,858208,42.8,0,0.0,0,0.0,208,21.2,10815,21.2
"06000","1","5192","56","0","2024","A","",7,46,2864875,0,0,1189,61832,"",0.34,0.07,0.04,0.00,0.00,0.48,0.48,"",0,0.0,7,17.9,858208,42.8,0,0.0,0,0.0,208,21.2,10815,21.2
"06000","1","51921","57","0","2024","A","",7,46,2864875,0,0,1189,61832,"",0.34,0.07,0.04,0.00,0.00,0.48,0.48,"",0,0.0,7,17.9,858208,42.8,0,0.0,0,0.0,208,21.2,10815,21.2
"06000","1","519210","58","0","2024","A","",7,46,2864875,0,0,1189,61832,"",0.34,0.07,0.04,0.00,0.00,0.48,0.48,"",0,0.0,7,17.9,858208,42.8,0,0.0,0,0.0,208,21.2,10815,21.2
"06000","1","52","54","0","2024","A","",39,614,106842771,0,0,3349,174129,"",0.31,0.40,0.38,0.00,0.00,0.95,0.95,"",0,0.0,24,4.1,11111287,11.6,0,0.0,0,0.0,228,7.3,11849,7.3
"06000","1","521","55","0","2024","A","",0,0,389902,0,0,0,0,"",0.00,0.00,6.99,0.00,0.00,0.00,0.00,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06000","1","5211","56","0","2024","A","",0,0,389902,0,0,0,0,"",0.00,0.00,6.99,0.00,0.00,0.00,0.00,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06000","1","52111","57","0","2024","A","",0,0,389902,0,0,0,0,"",0.00,0.00,6.99,0.00,0.00,0.00,0.00,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06000","1","521110","58","0","2024","A","",0,0,389902,0,0,0,0,"",0.00,0.00,6.99,0.00,0.00,0.00,0.00,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06000","1","522","55","0","2024","A","",29,194,25002531,0,0,2477,128824,"",0.29,0.26,0.23,0.00,0.00,0.88,0.88,"",0,0.0,8,4.3,2372417,10.5,0,0.0,0,0.0,140,6.0,7320,6.0
"06000","1","5221","56","0","2024","A","",1,0,0,0,0,0,0,"",2.18,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"06000","1","52218","57","0","2024","A","",1,0,0,0,0,0,0,"",2.18,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"06000","1","522180","58","0","2024","A","",1,0,0,0,0,0,0,"",2.18,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"06000","1","5222","56","0","2024","A","",28,194,25002531,0,0,2477,128824,"",0.29,0.26,0.23,0.00,0.00,0.88,0.88,"",0,0.0,8,4.3,2372417,10.5,0,0.0,0,0.0,140,6.0,7320,6.0
"06000","1","52229","57","0","2024","A","",28,194,25002531,0,0,2477,128824,"",0.29,0.26,0.23,0.00,0.00,0.88,0.88,"",0,0.0,8,4.3,2372417,10.5,0,0.0,0,0.0,140,6.0,7320,6.0
"06000","1","522292","58","0","2024","A","",16,116,13108223,0,0,2181,113409,"",0.36,0.30,0.27,0.00,0.00,0.91,0.91,"",-1,-5.9,7,6.4,1724232,15.1,0,0.0,0,0.0,173,8.6,8969,8.6
"06000","1","522299","58","0","2024","A","",12,79,11894308,0,0,2914,151520,"",0.22,0.22,0.20,0.00,0.00,0.90,0.90,"",1,9.1,2,2.6,648185,5.8,0,0.0,0,0.0,114,4.1,5939,4.1
"06000","1","523","55","0","2024","A","",2,0,0,0,0,0,0,"",3.27,0.00,0.00,0.00,0.00,0.00,0.00,"",-1,-33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"06000","1","5239","56","0","2024","A","",2,0,0,0,0,0,0,"",3.27,0.00,0.00,0.00,0.00,0.00,0.00,"",-1,-33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"06000","1","52394","57","0","2024","A","",2,0,0,0,0,0,0,"",4.37,0.00,0.00,0.00,0.00,0.00,0.00,"",-1,-33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"06000","1","523940","58","0","2024","A","",2,0,0,0,0,0,0,"",4.37,0.00,0.00,0.00,0.00,0.00,0.00,"",-1,-33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"06000","1","524","55","0","2024","A","",8,420,81450338,0,0,3734,194161,"",0.30,0.53,0.47,0.00,0.00,0.88,0.88,"",1,14.3,16,4.0,8348968,11.4,0,0.0,0,0.0,251,7.2,13068,7.2
"06000","1","5241","56","0","2024","A","",6,393,78084348,0,0,3819,198604,"",0.32,0.52,0.46,0.00,0.00,0.88,0.89,"",1,20.0,17,4.5,8239907,11.8,0,0.0,0,0.0,245,6.9,12765,6.9
"06000","1","52412","57","0","2024","A","",6,393,78084348,0,0,3819,198604,"",0.32,0.52,0.46,0.00,0.00,0.88,0.89,"",1,20.0,17,4.5,8239907,11.8,0,0.0,0,0.0,245,6.9,12765,6.9
"06000","1","524128","58","0","2024","A","",6,393,78084348,0,0,3819,198604,"",0.32,0.52,0.46,0.00,0.00,0.88,0.88,"",1,20.0,17,4.5,8239907,11.8,0,0.0,0,0.0,245,6.9,12765,6.9
"06000","1","5242","56","0","2024","A","",2,26,3365990,0,0,2458,127822,"",0.27,0.67,0.59,0.00,0.00,0.88,0.88,"",0,0.0,-2,-7.1,109061,3.3,0,0.0,0,0.0,208,9.2,10807,9.2
"06000","1","52421","57","0","2024","A","",1,21,2708025,0,0,2460,127938,"",0.16,0.89,0.79,0.00,0.00,0.89,0.89,"",0,0.0,-1,-4.5,200742,8.0,0,0.0,0,0.0,252,11.4,13101,11.4
"06000","1","524210","58","0","2024","A","",1,21,2708025,0,0,2460,127938,"",0.16,0.89,0.79,0.00,0.00,0.89,0.89,"",0,0.0,-1,-4.5,200742,8.0,0,0.0,0,0.0,252,11.4,13101,11.4
"06000","1","52429","57","0","2024","A","",1,5,657965,0,0,2449,127348,"",0.73,0.33,0.29,0.00,0.00,0.87,0.87,"",0,0.0,-1,-16.7,-91681,-12.2,0,0.0,0,0.0,46,1.9,2407,1.9
"06000","1","524298","58","0","2024","A","",1,5,657965,0,0,2449,127348,"",1.09,0.36,0.32,0.00,0.00,0.84,0.85,"",0,0.0,-1,-16.7,-91681,-12.2,0,0.0,0,0.0,46,1.9,2407,1.9
"06000","1","54","54","0","2024","A","",104,7446,784311982,0,0,2026,105338,"",0.50,0.89,0.74,0.00,0.00,0.83,0.83,"",15,16.9,131,1.8,2082468,0.3,0,0.0,0,0.0,-30,-1.5,-1597,-1.5
"06000","1","541","55","0","2024","A","",104,7446,784311982,0,0,2026,105338,"",0.50,0.89,0.74,0.00,0.00,0.83,0.83,"",15,16.9,131,1.8,2082468,0.3,0,0.0,0,0.0,-30,-1.5,-1597,-1.5
"06000","1","5412","56","0","2024","A","",8,180,6004061,0,0,641,33310,"",0.70,1.92,0.79,0.00,0.00,0.41,0.41,"",0,0.0,6,3.4,1029138,20.7,0,0.0,0,0.0,90,16.3,4636,16.2
"06000","1","54121","57","0","2024","A","",8,180,6004061,0,0,641,33310,"",0.70,1.92,0.79,0.00,0.00,0.41,0.41,"",0,0.0,6,3.4,1029138,20.7,0,0.0,0,0.0,90,16.3,4636,16.2
"06000","1","541211","58","0","2024","A","",2,164,4504142,0,0,528,27464,"",3.27,8.42,6.70,0.00,0.00,0.79,0.80,"",0,0.0,3,1.9,368021,8.9,0,0.0,0,0.0,35,7.1,1827,7.1
"06000","1","541214","58","0","2024","A","",1,8,983377,0,0,2364,122922,"",6.55,8.52,6.99,0.00,0.00,0.82,0.82,"",0,0.0,4,100.0,676985,221.0,0,0.0,0,0.0,720,43.8,37417,43.8
"06000","1","541219","58","0","2024","A","",5,8,516542,0,0,1204,62611,"",0.47,0.11,0.08,0.00,0.00,0.68,0.68,"",0,0.0,-1,-11.1,-15868,-3.0,0,0.0,0,0.0,11,0.9,583,0.9
"06000","1","5413","56","0","2024","A","",51,6323,653655224,0,0,1988,103372,"",0.39,0.95,0.82,0.00,0.00,0.86,0.86,"",3,6.2,60,1.0,-11265627,-1.7,0,0.0,0,0.0,-54,-2.6,-2796,-2.6
"06000","1","54131","57","0","2024","A","",1,3,356932,0,0,2009,104468,"",0.50,0.01,0.01,0.00,0.00,0.84,0.84,"",0,0.0,0,0.0,-291,-0.1,0,0.0,0,0.0,-489,-19.6,-25431,-19.6
"06000","1","541310","58","0","2024","A","",1,3,356932,0,0,2009,104468,"",0.50,0.01,0.01,0.00,0.00,0.84,0.84,"",0,0.0,0,0.0,-291,-0.1,0,0.0,0,0.0,-489,-19.6,-25431,-19.6
"06000","1","54133","57","0","2024","A","",50,6320,653298292,0,0,1988,103371,"",0.39,0.99,0.86,0.00,0.00,0.86,0.86,"",3,6.4,60,1.0,-11265336,-1.7,0,0.0,0,0.0,-53,-2.6,-2786,-2.6
"06000","1","541330","58","0","2024","A","",50,6320,653298292,0,0,1988,103371,"",0.39,0.99,0.86,0.00,0.00,0.86,0.86,"",3,6.4,60,1.0,-11265336,-1.7,0,0.0,0,0.0,-53,-2.6,-2786,-2.6
"06000","1","5415","56","0","2024","A","",6,8,590780,0,0,1363,70894,"",0.51,0.41,0.33,0.00,0.00,0.77,0.77,"",1,20.0,1,14.3,153736,35.2,0,0.0,0,0.0,86,6.7,4508,6.8
"06000","1","54151","57","0","2024","A","",6,8,590780,0,0,1363,70894,"",0.51,0.41,0.33,0.00,0.00,0.77,0.77,"",1,20.0,1,14.3,153736,35.2,0,0.0,0,0.0,86,6.7,4508,6.8
"06000","1","541511","58","0","2024","A","",2,3,200352,0,0,1284,66784,"",0.57,0.66,0.65,0.00,0.00,0.99,0.99,"",0,0.0,0,0.0,33801,20.3,0,0.0,0,0.0,83,6.9,4327,6.9
"06000","1","541513","58","0","2024","A","",4,5,390428,0,0,1408,73205,"",0.52,0.34,0.26,0.00,0.00,0.73,0.73,"",1,33.3,1,25.0,119935,44.3,0,0.0,0,0.0,80,6.0,4143,6.0
"06000","1","5416","56","0","2024","A","",16,563,75917981,0,0,2595,134925,"",1.38,5.82,5.20,0.00,0.00,0.89,0.89,"",0,0.0,32,6.0,5869547,8.4,0,0.0,0,0.0,60,2.4,3090,2.3
"06000","1","54161","57","0","2024","A","",6,12,572179,0,0,923,48015,"",0.74,1.12,0.73,0.00,0.00,0.65,0.65,"",0,0.0,6,100.0,348453,155.7,0,0.0,0,0.0,244,35.9,12690,35.9
"06000","1","541611","58","0","2024","A","",1,1,0,0,0,0,0,"",2.18,0.95,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"06000","1","541613","58","0","2024","A","",3,9,469502,0,0,1032,53657,"",0.73,2.07,1.36,0.00,0.00,0.68,0.68,"",0,0.0,5,125.0,330459,237.7,0,0.0,0,0.0,364,54.5,18896,54.4
"06000","1","541614","58","0","2024","A","",2,2,102677,0,0,987,51339,"",0.69,0.81,0.72,0.00,0.00,0.89,0.89,"",0,0.0,0,0.0,17994,21.2,0,0.0,0,0.0,56,6.0,2949,6.1
"06000","1","54162","57","0","2024","A","",10,551,75345802,0,0,2631,136806,"",3.85,7.61,6.35,0.00,0.00,0.83,0.84,"",0,0.0,26,5.0,5521094,7.9,0,0.0,0,0.0,73,2.9,3807,2.9
"06000","1","541620","58","0","2024","A","",10,551,75345802,0,0,2631,136806,"",3.85,7.61,6.35,0.00,0.00,0.83,0.84,"",0,0.0,26,5.0,5521094,7.9,0,0.0,0,0.0,73,2.9,3807,2.9
